Python path: /home/lekia.p/miniforge3/envs/pynta_fairchem38/bin/python
Conda environment: pynta_fairchem38
ASE version: 3.23.0
2025-07-09 10:57:41,221 INFO Hostname/IP lookup (this will take a few seconds)
2025-07-09 10:57:41,222 INFO Launching Rocket
2025-07-09 10:57:43,772 INFO RUNNING fw_id: 12 in directory: /work/westgroup/lekia.p/pynta/Fe/block_2025-07-09-11-18-07-205805/launcher_2025-07-09-14-57-30-484582
2025-07-09 10:57:43,809 INFO Task started: {{pynta.tasks.MolecularAdsorbateEstimate}}.
initial geometries
4
------------------------------------------------------------
  cycle        total energy    energy error   density error
------------------------------------------------------------
      1     -76.67119473472  -7.6743320E+01   1.2360493E+00
       [2.07058671e-01, 1.02738091e-01, 1.03755153e-01, 6.87774802e-02,
        2.95271636e-02, 5.75456208e-02, 6.72869019e-02, 6.45602297e-02,
        2.67775265e-02, 2.65129538e-01, 1.16630555e-01, 1.11134812e-01,
        1.06302751e-01, 2.62119868e-01, 1.17809879e-01, 6.82550032e-01,
        6.95474354e-01, 1.58650446e-01, 0.00000000e+00, 3.65122291e-01,
        3.53579462e-01, 6.12428934e-01, 1.42953502e-01, 6.20111552e-01,
        6.24405770e-01, 6.42246268e-01, 1.22435042e-01, 6.65480100e-02],
       [1.06093993e-01, 1.99228739e-01, 1.07402952e-01, 5.38024925e-02,
        5.50255151e-02, 2.71241212e-02, 2.65767654e-02, 6.50329696e-02,
        6.68469085e-02, 1.20437841e-01, 2.62062633e-01, 1.31062062e-01,
        1.17776676e-01, 1.09122021e-01, 2.66960367e-01, 1.53203404e-01,
        6.98759976e-01, 7.03288781e-01, 3.65122291e-01, 0.00000000e+00,
        3.65995155e-01, 6.35616807e-01, 6.32438647e-01, 1.72444535e-01,
        1.47463856e-01, 6.29093885e-01, 6.21468593e-01, 1.46396731e-03],
       [1.05460691e-01, 1.05155444e-01, 2.02751677e-01, 2.85699016e-02,
        6.86563196e-02, 5.66921877e-02, 6.59201412e-02, 2.63552276e-02,
        6.46885871e-02, 1.05998434e-01, 1.19772982e-01, 2.64855939e-01,
        2.61431223e-01, 1.02219179e-01, 1.20601154e-01, 6.73814875e-01,
        1.61839872e-01, 6.90993263e-01, 3.53579462e-01, 3.65995155e-01,
        0.00000000e+00, 1.40114572e-01, 6.18425075e-01, 6.30053060e-01,
        6.32348470e-01, 1.21829266e-01, 6.42062242e-01, 6.01558526e-02],
       [6.93787783e-02, 5.67408575e-02, 3.13367997e-02, 1.69313262e-01,
        1.27231786e-01, 1.16539735e-01, 5.59388613e-02, 3.10391518e-02,
        6.96441950e-02, 7.24742284e-01, 6.66275162e-01, 1.31082023e-01,
        2.60762127e-01, 1.11839792e-01, 1.25941972e-01, 1.25519639e-01,
        2.60441180e-01, 1.11626885e-01, 6.12428934e-01, 6.35616807e-01,
        1.40114572e-01, 0.00000000e+00, 4.03871273e-01, 2.88587791e-01,
        6.36787564e-01, 1.39752868e-01, 6.08468005e-01, 3.69220117e-02],
       [3.16833377e-02, 5.63172567e-02, 6.76662950e-02, 1.27349238e-01,
        1.70943805e-01, 1.15032454e-01, 5.55541479e-02, 6.77772304e-02,
        3.13840498e-02, 1.26143025e-01, 6.72905988e-01, 7.33825002e-01,
        1.19368096e-01, 2.57460731e-01, 1.22593923e-01, 1.22567785e-01,
        1.18922715e-01, 2.57495403e-01, 1.42953502e-01, 6.32438647e-01,
        6.18425075e-01, 4.03871273e-01, 0.00000000e+00, 2.90166702e-01,
        6.33658597e-01, 6.15017232e-01, 1.42985463e-01, 2.98528508e-02],
       [5.43894256e-02, 2.90081809e-02, 5.34426598e-02, 9.81539942e-02,
        9.64358178e-02, 9.19018372e-02, 2.96397300e-02, 5.31813763e-02,
        5.40298986e-02, 6.29892237e-01, 7.40543996e-02, 6.21751220e-01,
        1.19342777e-01, 1.06881891e-01, 2.42559185e-01, 2.44937893e-01,
        1.20018965e-01, 1.07522099e-01, 6.20111552e-01, 1.72444535e-01,
        6.30053060e-01, 2.88587791e-01, 2.90166702e-01, 0.00000000e+00,
        1.76760411e-01, 6.21439693e-01, 6.11328891e-01, 5.57146570e-01],
       [6.66631826e-02, 2.66449139e-02, 6.49767783e-02, 5.31051503e-02,
        5.43630480e-02, 2.67355876e-02, 1.97121912e-01, 1.07192706e-01,
        1.05769253e-01, 1.20283266e-01, 2.59736774e-01, 1.31091938e-01,
        6.98441913e-01, 7.02793610e-01, 1.51687538e-01, 2.67825212e-01,
        1.17953420e-01, 1.09162998e-01, 6.24405770e-01, 1.47463856e-01,
        6.32348470e-01, 6.36787564e-01, 6.33658597e-01, 1.76760411e-01,
        0.00000000e+00, 3.65675365e-01, 3.64683197e-01, 1.15018726e-03],
       [6.45729842e-02, 6.59380122e-02, 2.63330454e-02, 2.86265129e-02,
        6.90448622e-02, 5.68979887e-02, 1.04952949e-01, 2.02607708e-01,
        1.06107695e-01, 1.05744456e-01, 1.20673896e-01, 2.66275645e-01,
        1.61732479e-01, 6.92009663e-01, 6.73664211e-01, 1.20490785e-01,
        2.62770908e-01, 1.02624826e-01, 6.42246268e-01, 6.29093885e-01,
        1.21829266e-01, 1.39752868e-01, 6.15017232e-01, 6.21439693e-01,
        3.65675365e-01, 0.00000000e+00, 3.50655620e-01, 6.99423227e-02],
       [2.68371599e-02, 6.72919541e-02, 6.44965215e-02, 6.93497452e-02,
        2.95940842e-02, 5.76931867e-02, 1.02470146e-01, 1.04370286e-01,
        2.07029343e-01, 2.65932799e-01, 1.17145290e-01, 1.11474912e-01,
        6.96746937e-01, 1.58695562e-01, 6.82488071e-01, 1.17477029e-01,
        1.06605874e-01, 2.63383202e-01, 1.22435042e-01, 6.21468593e-01,
        6.42062242e-01, 6.08468005e-01, 1.42985463e-01, 6.11328891e-01,
        3.64683197e-01, 3.50655620e-01, 0.00000000e+00, 7.73322578e-02],
       [1.96566561e-03, 5.24997765e-03, 2.05173596e-03, 3.15426551e-03,
        3.46264977e-03, 1.74899365e-04, 5.44601206e-03, 1.97368406e-03,
        1.89869048e-03, 5.58004870e-03, 7.86667029e-03, 5.98282279e-03,
        4.73021399e-03, 4.88895967e-03, 3.16686402e-03, 3.62243585e-03,
        4.61780013e-03, 4.78866932e-03, 6.65480100e-02, 1.46396731e-03,
        6.01558526e-02, 3.69220117e-02, 2.98528508e-02, 5.57146570e-01,
        1.15018726e-03, 6.99423227e-02, 7.73322578e-02, 0.00000000e+00]])}
{'bond-orders': array([[0.00000000e+00, 3.88065193e-01, 3.85166275e-01, 7.10011703e-01,
        2.11458718e-01, 6.83743821e-01, 6.94320098e-01, 7.14405116e-01,
        2.07047912e-01, 2.43913833e-01, 8.47964047e-02, 9.40177037e-02,
        9.29804434e-02, 2.49909379e-01, 8.59578401e-02, 5.44068855e-01,
        5.28325116e-01, 9.48891815e-02, 2.07058671e-01, 1.06093993e-01,
        1.05460691e-01, 6.93787783e-02, 3.16833377e-02, 5.43894256e-02,
        6.66631826e-02, 6.45729842e-02, 2.68371599e-02, 1.96566561e-03],
       [3.88065193e-01, 0.00000000e+00, 3.75180972e-01, 7.22179983e-01,
        6.93006030e-01, 2.20171849e-01, 2.16092866e-01, 7.23542522e-01,
        6.93940577e-01, 8.61134281e-02, 2.37031215e-01, 9.71808326e-02,
        9.12614923e-02, 8.21180811e-02, 2.47167872e-01, 9.34827985e-02,
        5.26694509e-01, 5.47942938e-01, 1.02738091e-01, 1.99228739e-01,
        1.05155444e-01, 5.67408575e-02, 5.63172567e-02, 2.90081809e-02,
        2.66449139e-02, 6.59380122e-02, 6.72919541e-02, 5.24997765e-03],
       [3.85166275e-01, 3.75180972e-01, 0.00000000e+00, 1.89725501e-01,
        7.11792153e-01, 7.17131300e-01, 7.23875578e-01, 1.85802637e-01,
        7.14460152e-01, 9.14712309e-02, 9.22816338e-02, 2.41065339e-01,
        2.45775180e-01, 9.14101356e-02, 9.25881803e-02, 5.27895073e-01,
        1.04259769e-01, 5.33653646e-01, 1.03755153e-01, 1.07402952e-01,
        2.02751677e-01, 3.13367997e-02, 6.76662950e-02, 5.34426598e-02,
        6.49767783e-02, 2.63330454e-02, 6.44965215e-02, 2.05173596e-03],
       [7.10011703e-01, 7.22179983e-01, 1.89725501e-01, 0.00000000e+00,
        3.91935458e-01, 3.60645439e-01, 7.22152547e-01, 1.89495532e-01,
        7.09526725e-01, 5.47130829e-01, 5.17816354e-01, 8.46773236e-02,
        2.50680807e-01, 9.00174703e-02, 9.71629716e-02, 9.68973994e-02,
        2.50458503e-01, 8.98172381e-02, 6.87774802e-02, 5.38024925e-02,
        2.85699016e-02, 1.69313262e-01, 1.27349238e-01, 9.81539942e-02,
        5.31051503e-02, 2.86265129e-02, 6.93497452e-02, 3.15426551e-03],
       [2.11458718e-01, 6.93006030e-01, 7.11792153e-01, 3.91935458e-01,
        0.00000000e+00, 3.73506462e-01, 6.92320542e-01, 7.10865276e-01,
        2.11938732e-01, 7.21847104e-02, 5.34993411e-01, 5.41570589e-01,
        9.39037413e-02, 2.53685387e-01, 8.97036840e-02, 8.92370224e-02,
        9.38117830e-02, 2.53603101e-01, 2.95271636e-02, 5.50255151e-02,
        6.86563196e-02, 1.27231786e-01, 1.70943805e-01, 9.64358178e-02,
        5.43630480e-02, 6.90448622e-02, 2.95940842e-02, 3.46264977e-03],
       [6.83743821e-01, 2.20171849e-01, 7.17131300e-01, 3.60645439e-01,
        3.73506462e-01, 0.00000000e+00, 2.22724501e-01, 7.18801315e-01,
        6.85386189e-01, 5.36980133e-01, 7.70619364e-02, 5.13436151e-01,
        9.77175056e-02, 8.80288364e-02, 2.32246365e-01, 2.31783333e-01,
        9.69493432e-02, 8.70102973e-02, 5.75456208e-02, 2.71241212e-02,
        5.66921877e-02, 1.16539735e-01, 1.15032454e-01, 9.19018372e-02,
        2.67355876e-02, 5.68979887e-02, 5.76931867e-02, 1.74899365e-04],
       [6.94320098e-01, 2.16092866e-01, 7.23875578e-01, 7.22152547e-01,
        6.92320542e-01, 2.22724501e-01, 0.00000000e+00, 3.75001789e-01,
        3.88319152e-01, 8.60963592e-02, 2.36371641e-01, 9.72711265e-02,
        5.27113763e-01, 5.48585630e-01, 9.28608875e-02, 2.47143945e-01,
        9.12154415e-02, 8.20989234e-02, 6.72869019e-02, 2.65767654e-02,
        6.59201412e-02, 5.59388613e-02, 5.55541479e-02, 2.96397300e-02,
        1.97121912e-01, 1.04952949e-01, 1.02470146e-01, 5.44601206e-03],
       [7.14405116e-01, 7.23542522e-01, 1.85802637e-01, 1.89495532e-01,
        7.10865276e-01, 7.18801315e-01, 3.75001789e-01, 0.00000000e+00,
        3.84602032e-01, 9.10497805e-02, 9.26937082e-02, 2.41291959e-01,
        1.04687856e-01, 5.33869207e-01, 5.28805848e-01, 9.25502706e-02,
        2.46551291e-01, 9.09350885e-02, 6.45602297e-02, 6.50329696e-02,
        2.63552276e-02, 3.10391518e-02, 6.77772304e-02, 5.31813763e-02,
        1.07192706e-01, 2.02607708e-01, 1.04370286e-01, 1.97368406e-03],
       [2.07047912e-01, 6.93940577e-01, 7.14460152e-01, 7.09526725e-01,
        2.11938732e-01, 6.85386189e-01, 3.88319152e-01, 3.84602032e-01,
        0.00000000e+00, 2.43199961e-01, 8.47791975e-02, 9.39064014e-02,
        5.28086039e-01, 9.49546406e-02, 5.45373523e-01, 8.55737770e-02,
        9.28255507e-02, 2.50009273e-01, 2.67775265e-02, 6.68469085e-02,
        6.46885871e-02, 6.96441950e-02, 3.13840498e-02, 5.40298986e-02,
        1.05769253e-01, 1.06107695e-01, 2.07029343e-01, 1.89869048e-03],
       [2.43913833e-01, 8.61134281e-02, 9.14712309e-02, 5.47130829e-01,
        7.21847104e-02, 5.36980133e-01, 8.60963592e-02, 9.10497805e-02,
        2.43199961e-01, 0.00000000e+00, 2.14892293e-01, 2.40635763e-01,
        3.19572502e-01, 7.03451678e-02, 3.14606798e-01, 3.16255362e-01,
        3.19037662e-01, 6.93886692e-02, 2.65129538e-01, 1.20437841e-01,
        1.05998434e-01, 7.24742284e-01, 1.26143025e-01, 6.29892237e-01,
        1.20283266e-01, 1.05744456e-01, 2.65932799e-01, 5.58004870e-03],
       [8.47964047e-02, 2.37031215e-01, 9.22816338e-02, 5.17816354e-01,
        5.34993411e-01, 7.70619364e-02, 2.36371641e-01, 9.26937082e-02,
        8.47791975e-02, 2.14892293e-01, 0.00000000e+00, 2.10056333e-01,
        3.19313007e-01, 2.94812006e-01, 9.72304440e-02, 9.51902990e-02,
        3.19516327e-01, 2.95232113e-01, 1.16630555e-01, 2.62062633e-01,
        1.19772982e-01, 6.66275162e-01, 6.72905988e-01, 7.40543996e-02,
        2.59736774e-01, 1.20673896e-01, 1.17145290e-01, 7.86667029e-03],
       [9.40177037e-02, 9.71808326e-02, 2.41065339e-01, 8.46773236e-02,
        5.41570589e-01, 5.13436151e-01, 9.72711265e-02, 2.41291959e-01,
        9.39064014e-02, 2.40635763e-01, 2.10056333e-01, 0.00000000e+00,
        7.53778152e-02, 3.19034466e-01, 3.48486540e-01, 3.50617140e-01,
        7.45037524e-02, 3.18185352e-01, 1.11134812e-01, 1.31062062e-01,
        2.64855939e-01, 1.31082023e-01, 7.33825002e-01, 6.21751220e-01,
        1.31091938e-01, 2.66275645e-01, 1.11474912e-01, 5.98282279e-03],
       [9.29804434e-02, 9.12614923e-02, 2.45775180e-01, 2.50680807e-01,
        9.39037413e-02, 9.77175056e-02, 5.27113763e-01, 1.04687856e-01,
        5.28086039e-01, 3.19572502e-01, 3.19313007e-01, 7.53778152e-02,
        0.00000000e+00, 2.24184347e-01, 2.16378138e-01, 3.23944848e-01,
        6.63259700e-02, 3.07139609e-01, 1.06302751e-01, 1.17776676e-01,
        2.61431223e-01, 2.60762127e-01, 1.19368096e-01, 1.19342777e-01,
        6.98441913e-01, 1.61732479e-01, 6.96746937e-01, 4.73021399e-03],
       [2.49909379e-01, 8.21180811e-02, 9.14101356e-02, 9.00174703e-02,
        2.53685387e-01, 8.80288364e-02, 5.48585630e-01, 5.33869207e-01,
        9.49546406e-02, 7.03451678e-02, 2.94812006e-01, 3.19034466e-01,
        2.24184347e-01, 0.00000000e+00, 2.23286413e-01, 2.96674635e-01,
        3.07115118e-01, 6.47988668e-02, 2.62119868e-01, 1.09122021e-01,
        1.02219179e-01, 1.11839792e-01, 2.57460731e-01, 1.06881891e-01,
        7.02793610e-01, 6.92009663e-01, 1.58695562e-01, 4.88895967e-03],
       [8.59578401e-02, 2.47167872e-01, 9.25881803e-02, 9.71629716e-02,
        8.97036840e-02, 2.32246365e-01, 9.28608875e-02, 5.28805848e-01,
        5.45373523e-01, 3.14606798e-01, 9.72304440e-02, 3.48486540e-01,
        2.16378138e-01, 2.23286413e-01, 0.00000000e+00, 6.21493523e-02,
        3.25404671e-01, 2.98397338e-01, 1.17809879e-01, 2.66960367e-01,
        1.20601154e-01, 1.25941972e-01, 1.22593923e-01, 2.42559185e-01,
        1.51687538e-01, 6.73664211e-01, 6.82488071e-01, 3.16686402e-03],
       [5.44068855e-01, 9.34827985e-02, 5.27895073e-01, 9.68973994e-02,
        8.92370224e-02, 2.31783333e-01, 2.47143945e-01, 9.25502706e-02,
        8.55737770e-02, 3.16255362e-01, 9.51902990e-02, 3.50617140e-01,
        3.23944848e-01, 2.96674635e-01, 6.21493523e-02, 0.00000000e+00,
        2.16474584e-01, 2.23524335e-01, 6.82550032e-01, 1.53203404e-01,
        6.73814875e-01, 1.25519639e-01, 1.22567785e-01, 2.44937893e-01,
        2.67825212e-01, 1.20490785e-01, 1.17477029e-01, 3.62243585e-03],
       [5.28325116e-01, 5.26694509e-01, 1.04259769e-01, 2.50458503e-01,
        9.38117830e-02, 9.69493432e-02, 9.12154415e-02, 2.46551291e-01,
        9.28255507e-02, 3.19037662e-01, 3.19516327e-01, 7.45037524e-02,
        6.63259700e-02, 3.07115118e-01, 3.25404671e-01, 2.16474584e-01,
        0.00000000e+00, 2.23279673e-01, 6.95474354e-01, 6.98759976e-01,
        1.61839872e-01, 2.60441180e-01, 1.18922715e-01, 1.20018965e-01,
        1.17953420e-01, 2.62770908e-01, 1.06605874e-01, 4.61780013e-03],
       [9.48891815e-02, 5.47942938e-01, 5.33653646e-01, 8.98172381e-02,
        2.53603101e-01, 8.70102973e-02, 8.20989234e-02, 9.09350885e-02,
        2.50009273e-01, 6.93886692e-02, 2.95232113e-01, 3.18185352e-01,
        3.07139609e-01, 6.47988668e-02, 2.98397338e-01, 2.23524335e-01,
        2.23279673e-01, 0.00000000e+00, 1.58650446e-01, 7.03288781e-01,
        6.90993263e-01, 1.11626885e-01, 2.57495403e-01, 1.07522099e-01,
        1.09162998e-01, 1.02624826e-01, 2.63383202e-01, 4.78866932e-03],
       [2.07058671e-01, 1.02738091e-01, 1.03755153e-01, 6.87774802e-02,
        2.95271636e-02, 5.75456208e-02, 6.72869019e-02, 6.45602297e-02,
        2.67775265e-02, 2.65129538e-01, 1.16630555e-01, 1.11134812e-01,
        1.06302751e-01, 2.62119868e-01, 1.17809879e-01, 6.82550032e-01,
        6.95474354e-01, 1.58650446e-01, 0.00000000e+00, 3.65122291e-01,
        3.53579462e-01, 6.12428934e-01, 1.42953502e-01, 6.20111552e-01,
        6.24405770e-01, 6.42246268e-01, 1.22435042e-01, 6.65480100e-02],
       [1.06093993e-01, 1.99228739e-01, 1.07402952e-01, 5.38024925e-02,
        5.50255151e-02, 2.71241212e-02, 2.65767654e-02, 6.50329696e-02,
        6.68469085e-02, 1.20437841e-01, 2.62062633e-01, 1.31062062e-01,
        1.17776676e-01, 1.09122021e-01, 2.66960367e-01, 1.53203404e-01,
        6.98759976e-01, 7.03288781e-01, 3.65122291e-01, 0.00000000e+00,
        3.65995155e-01, 6.35616807e-01, 6.32438647e-01, 1.72444535e-01,
        1.47463856e-01, 6.29093885e-01, 6.21468593e-01, 1.46396731e-03],
       [1.05460691e-01, 1.05155444e-01, 2.02751677e-01, 2.85699016e-02,
        6.86563196e-02, 5.66921877e-02, 6.59201412e-02, 2.63552276e-02,
        6.46885871e-02, 1.05998434e-01, 1.19772982e-01, 2.64855939e-01,
        2.61431223e-01, 1.02219179e-01, 1.20601154e-01, 6.73814875e-01,
        1.61839872e-01, 6.90993263e-01, 3.53579462e-01, 3.65995155e-01,
        0.00000000e+00, 1.40114572e-01, 6.18425075e-01, 6.30053060e-01,
        6.32348470e-01, 1.21829266e-01, 6.42062242e-01, 6.01558526e-02],
       [6.93787783e-02, 5.67408575e-02, 3.13367997e-02, 1.69313262e-01,
        1.27231786e-01, 1.16539735e-01, 5.59388613e-02, 3.10391518e-02,
        6.96441950e-02, 7.24742284e-01, 6.66275162e-01, 1.31082023e-01,
        2.60762127e-01, 1.11839792e-01, 1.25941972e-01, 1.25519639e-01,
        2.60441180e-01, 1.11626885e-01, 6.12428934e-01, 6.35616807e-01,
        1.40114572e-01, 0.00000000e+00, 4.03871273e-01, 2.88587791e-01,
        6.36787564e-01, 1.39752868e-01, 6.08468005e-01, 3.69220117e-02],
       [3.16833377e-02, 5.63172567e-02, 6.76662950e-02, 1.27349238e-01,
        1.70943805e-01, 1.15032454e-01, 5.55541479e-02, 6.77772304e-02,
        3.13840498e-02, 1.26143025e-01, 6.72905988e-01, 7.33825002e-01,
        1.19368096e-01, 2.57460731e-01, 1.22593923e-01, 1.22567785e-01,
        1.18922715e-01, 2.57495403e-01, 1.42953502e-01, 6.32438647e-01,
        6.18425075e-01, 4.03871273e-01, 0.00000000e+00, 2.90166702e-01,
        6.33658597e-01, 6.15017232e-01, 1.42985463e-01, 2.98528508e-02],
       [5.43894256e-02, 2.90081809e-02, 5.34426598e-02, 9.81539942e-02,
        9.64358178e-02, 9.19018372e-02, 2.96397300e-02, 5.31813763e-02,
        5.40298986e-02, 6.29892237e-01, 7.40543996e-02, 6.21751220e-01,
        1.19342777e-01, 1.06881891e-01, 2.42559185e-01, 2.44937893e-01,
        1.20018965e-01, 1.07522099e-01, 6.20111552e-01, 1.72444535e-01,
        6.30053060e-01, 2.88587791e-01, 2.90166702e-01, 0.00000000e+00,
        1.76760411e-01, 6.21439693e-01, 6.11328891e-01, 5.57146570e-01],
       [6.66631826e-02, 2.66449139e-02, 6.49767783e-02, 5.31051503e-02,
        5.43630480e-02, 2.67355876e-02, 1.97121912e-01, 1.07192706e-01,
        1.05769253e-01, 1.20283266e-01, 2.59736774e-01, 1.31091938e-01,
        6.98441913e-01, 7.02793610e-01, 1.51687538e-01, 2.67825212e-01,
        1.17953420e-01, 1.09162998e-01, 6.24405770e-01, 1.47463856e-01,
        6.32348470e-01, 6.36787564e-01, 6.33658597e-01, 1.76760411e-01,
        0.00000000e+00, 3.65675365e-01, 3.64683197e-01, 1.15018726e-03],
       [6.45729842e-02, 6.59380122e-02, 2.63330454e-02, 2.86265129e-02,
        6.90448622e-02, 5.68979887e-02, 1.04952949e-01, 2.02607708e-01,
        1.06107695e-01, 1.05744456e-01, 1.20673896e-01, 2.66275645e-01,
        1.61732479e-01, 6.92009663e-01, 6.73664211e-01, 1.20490785e-01,
        2.62770908e-01, 1.02624826e-01, 6.42246268e-01, 6.29093885e-01,
        1.21829266e-01, 1.39752868e-01, 6.15017232e-01, 6.21439693e-01,
        3.65675365e-01, 0.00000000e+00, 3.50655620e-01, 6.99423227e-02],
       [2.68371599e-02, 6.72919541e-02, 6.44965215e-02, 6.93497452e-02,
        2.95940842e-02, 5.76931867e-02, 1.02470146e-01, 1.04370286e-01,
        2.07029343e-01, 2.65932799e-01, 1.17145290e-01, 1.11474912e-01,
        6.96746937e-01, 1.58695562e-01, 6.82488071e-01, 1.17477029e-01,
        1.06605874e-01, 2.63383202e-01, 1.22435042e-01, 6.21468593e-01,
        6.42062242e-01, 6.08468005e-01, 1.42985463e-01, 6.11328891e-01,
        3.64683197e-01, 3.50655620e-01, 0.00000000e+00, 7.73322578e-02],
       [1.96566561e-03, 5.24997765e-03, 2.05173596e-03, 3.15426551e-03,
        3.46264977e-03, 1.74899365e-04, 5.44601206e-03, 1.97368406e-03,
        1.89869048e-03, 5.58004870e-03, 7.86667029e-03, 5.98282279e-03,
        4.73021399e-03, 4.88895967e-03, 3.16686402e-03, 3.62243585e-03,
        4.61780013e-03, 4.78866932e-03, 6.65480100e-02, 1.46396731e-03,
        6.01558526e-02, 3.69220117e-02, 2.98528508e-02, 5.57146570e-01,
        1.15018726e-03, 6.99423227e-02, 7.73322578e-02, 0.00000000e+00]]), 'molecular-dipole': array([0.15999665, 0.13486388, 0.95673786])}
{'bond-orders': array([[0.00000000e+00, 3.88065193e-01, 3.85166275e-01, 7.10011703e-01,
        2.11458718e-01, 6.83743821e-01, 6.94320098e-01, 7.14405116e-01,
        2.07047912e-01, 2.43913833e-01, 8.47964047e-02, 9.40177037e-02,
        9.29804434e-02, 2.49909379e-01, 8.59578401e-02, 5.44068855e-01,
        5.28325116e-01, 9.48891815e-02, 2.07058671e-01, 1.06093993e-01,
        1.05460691e-01, 6.93787783e-02, 3.16833377e-02, 5.43894256e-02,
        6.66631826e-02, 6.45729842e-02, 2.68371599e-02, 1.96566561e-03],
       [3.88065193e-01, 0.00000000e+00, 3.75180972e-01, 7.22179983e-01,
        6.93006030e-01, 2.20171849e-01, 2.16092866e-01, 7.23542522e-01,
        6.93940577e-01, 8.61134281e-02, 2.37031215e-01, 9.71808326e-02,
        9.12614923e-02, 8.21180811e-02, 2.47167872e-01, 9.34827985e-02,
        5.26694509e-01, 5.47942938e-01, 1.02738091e-01, 1.99228739e-01,
        1.05155444e-01, 5.67408575e-02, 5.63172567e-02, 2.90081809e-02,
        2.66449139e-02, 6.59380122e-02, 6.72919541e-02, 5.24997765e-03],
       [3.85166275e-01, 3.75180972e-01, 0.00000000e+00, 1.89725501e-01,
        7.11792153e-01, 7.17131300e-01, 7.23875578e-01, 1.85802637e-01,
        7.14460152e-01, 9.14712309e-02, 9.22816338e-02, 2.41065339e-01,
        2.45775180e-01, 9.14101356e-02, 9.25881803e-02, 5.27895073e-01,
        1.04259769e-01, 5.33653646e-01, 1.03755153e-01, 1.07402952e-01,
        2.02751677e-01, 3.13367997e-02, 6.76662950e-02, 5.34426598e-02,
        6.49767783e-02, 2.63330454e-02, 6.44965215e-02, 2.05173596e-03],
       [7.10011703e-01, 7.22179983e-01, 1.89725501e-01, 0.00000000e+00,
        3.91935458e-01, 3.60645439e-01, 7.22152547e-01, 1.89495532e-01,
        7.09526725e-01, 5.47130829e-01, 5.17816354e-01, 8.46773236e-02,
        2.50680807e-01, 9.00174703e-02, 9.71629716e-02, 9.68973994e-02,
        2.50458503e-01, 8.98172381e-02, 6.87774802e-02, 5.38024925e-02,
        2.85699016e-02, 1.69313262e-01, 1.27349238e-01, 9.81539942e-02,
        5.31051503e-02, 2.86265129e-02, 6.93497452e-02, 3.15426551e-03],
       [2.11458718e-01, 6.93006030e-01, 7.11792153e-01, 3.91935458e-01,
        0.00000000e+00, 3.73506462e-01, 6.92320542e-01, 7.10865276e-01,
        2.11938732e-01, 7.21847104e-02, 5.34993411e-01, 5.41570589e-01,
        9.39037413e-02, 2.53685387e-01, 8.97036840e-02, 8.92370224e-02,
        9.38117830e-02, 2.53603101e-01, 2.95271636e-02, 5.50255151e-02,
        6.86563196e-02, 1.27231786e-01, 1.70943805e-01, 9.64358178e-02,
        5.43630480e-02, 6.90448622e-02, 2.95940842e-02, 3.46264977e-03],
       [6.83743821e-01, 2.20171849e-01, 7.17131300e-01, 3.60645439e-01,
        3.73506462e-01, 0.00000000e+00, 2.22724501e-01, 7.18801315e-01,
        6.85386189e-01, 5.36980133e-01, 7.70619364e-02, 5.13436151e-01,
        9.77175056e-02, 8.80288364e-02, 2.32246365e-01, 2.31783333e-01,
        9.69493432e-02, 8.70102973e-02, 5.75456208e-02, 2.71241212e-02,
        5.66921877e-02, 1.16539735e-01, 1.15032454e-01, 9.19018372e-02,
        2.67355876e-02, 5.68979887e-02, 5.76931867e-02, 1.74899365e-04],
       [6.94320098e-01, 2.16092866e-01, 7.23875578e-01, 7.22152547e-01,
        6.92320542e-01, 2.22724501e-01, 0.00000000e+00, 3.75001789e-01,
        3.88319152e-01, 8.60963592e-02, 2.36371641e-01, 9.72711265e-02,
        5.27113763e-01, 5.48585630e-01, 9.28608875e-02, 2.47143945e-01,
        9.12154415e-02, 8.20989234e-02, 6.72869019e-02, 2.65767654e-02,
        6.59201412e-02, 5.59388613e-02, 5.55541479e-02, 2.96397300e-02,
        1.97121912e-01, 1.04952949e-01, 1.02470146e-01, 5.44601206e-03],
       [7.14405116e-01, 7.23542522e-01, 1.85802637e-01, 1.89495532e-01,
        7.10865276e-01, 7.18801315e-01, 3.75001789e-01, 0.00000000e+00,
        3.84602032e-01, 9.10497805e-02, 9.26937082e-02, 2.41291959e-01,
        1.04687856e-01, 5.33869207e-01, 5.28805848e-01, 9.25502706e-02,
        2.46551291e-01, 9.09350885e-02, 6.45602297e-02, 6.50329696e-02,
        2.63552276e-02, 3.10391518e-02, 6.77772304e-02, 5.31813763e-02,
        1.07192706e-01, 2.02607708e-01, 1.04370286e-01, 1.97368406e-03],
       [2.07047912e-01, 6.93940577e-01, 7.14460152e-01, 7.09526725e-01,
        2.11938732e-01, 6.85386189e-01, 3.88319152e-01, 3.84602032e-01,
        0.00000000e+00, 2.43199961e-01, 8.47791975e-02, 9.39064014e-02,
        5.28086039e-01, 9.49546406e-02, 5.45373523e-01, 8.55737770e-02,
        9.28255507e-02, 2.50009273e-01, 2.67775265e-02, 6.68469085e-02,
        6.46885871e-02, 6.96441950e-02, 3.13840498e-02, 5.40298986e-02,
        1.05769253e-01, 1.06107695e-01, 2.07029343e-01, 1.89869048e-03],
       [2.43913833e-01, 8.61134281e-02, 9.14712309e-02, 5.47130829e-01,
